date,feature,mean_ic,std_ic,ir
2026-05-08,roc_7,-0.0353,0.141,-0.2505
2026-05-08,mtf_alignment,0.0075,0.131,0.0574
2026-05-08,news_sentiment_std,0.0158,0.1987,0.0793
2026-05-08,alt_fear_flag,0.0094,0.1386,0.0676
2026-05-08,flow_inst_net_buy,-0.0418,0.1069,-0.3911
2026-05-08,alt_pc_ratio_5d_avg,0.0191,0.1635,0.1167
2026-05-08,price_ma_ratio_14,-0.0558,0.1469,-0.3797
2026-05-08,news_count,-0.0534,0.2337,-0.2284
2026-05-08,atr_7,-0.0185,0.1461,-0.1269
2026-05-08,realized_vol_5,-0.0169,0.1485,-0.1139
2026-05-08,rstd_30,-0.0713,0.1872,-0.3806
2026-05-08,trend_alignment,-0.0658,0.1442,-0.4563
2026-05-08,opt_pcr_chg_5d,-0.04,0.1251,-0.3194
2026-05-08,flow_flow_momentum_5d,-0.0452,0.144,-0.3135
2026-05-08,zscore_14,-0.0289,0.1455,-0.1985
2026-05-08,bb_pctb,-0.0519,0.1481,-0.3502
2026-05-08,trend_adx_14,-0.0232,0.1847,-0.1256
2026-05-08,opt_pcr_open_interest,0.0043,0.1709,0.0254
2026-05-08,opt_iv_skew,-0.0506,0.1785,-0.2833
2026-05-08,mtf_3w_position,-0.0393,0.1441,-0.2729
2026-05-08,month,-0.023,0.1662,-0.1387
2026-05-08,trend_breakout_20d,-0.0275,0.127,-0.2167
2026-05-08,log_ret_skew_20,-0.035,0.168,-0.2086
2026-05-08,opt_pcr_extreme,0.0482,0.1147,0.42
2026-05-08,news_volume_surge,-0.0006,0.1761,-0.0033
2026-05-08,news_shock,-0.0342,0.1248,-0.2739
2026-05-08,opt_pcr_volume,0.0044,0.1737,0.0255
2026-05-08,news_momentum_3d,0.0198,0.1884,0.1049
2026-05-08,flow_foreign_net_buy,0.0129,0.0976,0.1322
2026-05-08,opt_avg_iv,-0.0218,0.1739,-0.1253
2026-05-08,bear_rsi_slope,0.0184,0.1235,0.1492
2026-05-08,vol_trend,-0.0226,0.1583,-0.1424
2026-05-08,bear_consec_down,0.0067,0.0924,0.0721
2026-05-08,bear_rsi_below50,0.045,0.1345,0.3346
2026-05-08,flow_inst_foreign_sum,-0.0137,0.101,-0.1357
2026-05-08,opt_iv_chg_5d,0.0221,0.146,0.1517
2026-05-08,bear_drop_bounce_ratio,-0.0101,0.0614,-0.1648
2026-05-08,dow,-0.0003,0.0468,-0.0054
2026-05-08,news_sentiment_mean,0.0031,0.1802,0.0173
2026-05-08,flow_foreign_ratio,-0.0071,0.1457,-0.0487
2026-05-08,opt_iv_zscore,-0.0077,0.1592,-0.0486
2026-05-08,earn_revenue_yoy,-0.0395,0.192,-0.2057
2026-05-08,flow_short_proxy_score,-0.0282,0.1217,-0.2314
2026-05-08,mom_rsi_cross,-0.0021,0.0751,-0.0275
2026-05-08,log_ret,-0.0045,0.0752,-0.0593
2026-05-08,mom_1,-0.0117,0.0732,-0.16
2026-05-08,mtf_cross_signal,-0.025,0.1545,-0.1621
2026-05-08,bear_bb_breach,0.0092,0.1125,0.0819
2026-05-08,flow_supply_demand_score,0.0267,0.1693,0.1577
2026-05-08,flow_inst_net_5d,0.0222,0.1729,0.1283
2026-05-08,flow_foreign_net_5d,0.0224,0.1751,0.1281
2026-05-08,flow_fi_ratio,0.0215,0.1641,0.1309
2026-05-08,flow_foreign_streak,0.0179,0.1018,0.1759
2026-05-08,idx_vwap_rsi,0.0778,0.1399,0.5565
2026-05-08,flow_inst_net_20d,-0.0401,0.1938,-0.2069
2026-05-08,flow_foreign_net_20d,-0.0412,0.1931,-0.2132
2026-05-08,flow_foreign_accel,0.0551,0.1707,0.3228
2026-05-08,flow_flow_momentum,0.0305,0.1712,0.178
2026-05-08,lag_1,0.1879,0.1498,1.2543
2026-05-08,lag_2,0.1762,0.15,1.1751
2026-05-08,lag_3,0.1631,0.1485,1.0984
2026-05-08,lag_4,0.1626,0.1471,1.1054
2026-05-08,lag_5,0.1581,0.1489,1.0616
2026-05-08,rmean_3,0.194,0.1515,1.2809
2026-05-08,rmean_7,0.1835,0.1532,1.1978
2026-05-08,rstd_7,0.0626,0.1433,0.4366
2026-05-08,rmean_14,0.1709,0.1546,1.1051
2026-05-08,rmean_30,0.1202,0.1522,0.7898
2026-05-08,ema_30,0.1536,0.1532,1.0025
2026-05-08,rsi_14,0.0623,0.1403,0.4442
2026-05-08,price_ma_ratio_30,0.0919,0.1507,0.6102
2026-05-08,zscore_30,0.0672,0.1492,0.4507
2026-05-08,trend_golden_cross,0.0876,0.1368,0.6404
2026-05-08,trend_dist_high_52w,0.1068,0.1458,0.7321
2026-05-08,trend_price_position,0.0948,0.1414,0.6709
2026-05-08,mtf_weekly_mom,0.0629,0.1422,0.4422
2026-05-08,mtf_vs_ma100,0.1358,0.1312,1.0347
2026-05-08,mtf_weekly_rsi,0.0858,0.1504,0.5708
2026-05-08,rsi_x_vol,0.0795,0.1589,0.5005
2026-05-08,ma_spread,0.0906,0.1513,0.5988
2026-05-08,bb_x_vol,0.0829,0.1534,0.5406
2026-05-08,bear_downside_vol_ratio,0.0857,0.1504,0.5701
2026-05-08,alt_pc_ratio_zscore,0.0034,0.1507,0.0224
2026-05-08,alt_greed_flag,0.0892,0.1173,0.7602
2026-05-08,id_vwap_ratio,-0.0757,0.1409,-0.5376
2026-05-08,id_vol_climax,-0.0699,0.1457,-0.4799
2026-05-08,id_opening_mom,0.0853,0.1396,0.6113
2026-05-08,id_closing_mom,0.0514,0.1103,0.466
2026-05-08,idx_climax_trend,-0.099,0.12,-0.8245
2026-05-08,idx_intraday_reversal,0.0104,0.1336,0.078
2026-05-11,earn_earnings_momentum,0.0185,0.2529,0.073
2026-05-11,earn_earnings_surprise,-0.0708,0.2426,-0.2919
2026-05-11,news_count,-0.1183,0.2552,-0.4636
2026-05-11,news_consensus,-0.1048,0.2389,-0.4387
2026-05-11,atr_14,-0.0382,0.1936,-0.1974
2026-05-11,news_volume_surge,-0.0279,0.1941,-0.144
2026-05-11,bear_down_mom_5d,-0.0396,0.1807,-0.219
2026-05-11,news_momentum_3d,0.0721,0.2059,0.3503
2026-05-11,alt_pc_ratio_proxy,0.0309,0.1953,0.158
2026-05-11,alt_fear_flag,0.0181,0.1642,0.11
2026-05-11,realized_vol_5,-0.0161,0.1704,-0.0943
2026-05-11,trend_adx_14,-0.0301,0.2094,-0.1435
2026-05-11,mtf_weekly_mom,-0.0922,0.1667,-0.5528
2026-05-11,rstd_30,-0.0987,0.1987,-0.4965
2026-05-11,atr_7,-0.0252,0.1631,-0.1543
2026-05-11,alt_pc_ratio_5d_avg,-0.0018,0.1892,-0.0094
2026-05-11,log_ret_kurt_20,0.0303,0.211,0.1434
2026-05-11,price_ma_ratio_7,-0.0602,0.1519,-0.3965
2026-05-11,news_sentiment_mean,0.0554,0.1952,0.2839
2026-05-11,mom_7,-0.0718,0.1477,-0.4861
2026-05-11,price_ma_ratio_14,-0.0866,0.1557,-0.5559
2026-05-11,opt_iv_skew,-0.0956,0.1992,-0.4797
2026-05-11,roc_7,-0.0563,0.1543,-0.3647
2026-05-11,opt_pcr_open_interest,-0.0191,0.1935,-0.0989
2026-05-11,mtf_alignment,0.006,0.1569,0.0381
2026-05-11,news_sentiment_std,-0.0013,0.2351,-0.0057
2026-05-11,opt_pcr_chg_5d,-0.0451,0.1438,-0.3135
2026-05-11,opt_pcr_extreme,0.0718,0.1302,0.5513
2026-05-11,month,-0.0209,0.1889,-0.1106
2026-05-11,bb_pctb,-0.0721,0.1647,-0.4377
2026-05-11,mtf_cross_signal,-0.0469,0.1804,-0.2599
2026-05-11,vol_trend,-0.019,0.1808,-0.1049
2026-05-11,flow_foreign_ratio,-0.0043,0.1712,-0.0249
2026-05-11,earn_revenue_yoy,-0.065,0.2294,-0.2834
2026-05-11,opt_iv_zscore,-0.0135,0.1833,-0.0735
2026-05-11,zscore_30,-0.0887,0.1729,-0.5127
2026-05-11,bear_rsi_below50,0.0674,0.1472,0.4576
2026-05-11,mtf_3w_position,-0.0549,0.1599,-0.3432
2026-05-11,opt_iv_chg_5d,0.0088,0.1658,0.0528
2026-05-11,flow_short_proxy_score,-0.0593,0.1391,-0.4264
2026-05-11,trend_alignment,-0.0838,0.1614,-0.5192
2026-05-11,zscore_14,-0.0426,0.162,-0.2632
2026-05-11,flow_flow_momentum_5d,-0.0637,0.1545,-0.4121
2026-05-11,opt_avg_iv,-0.0498,0.1996,-0.2494
2026-05-11,opt_pcr_volume,-0.0115,0.1965,-0.0586
2026-05-11,flow_inst_net_buy,-0.0565,0.1268,-0.4454
2026-05-11,bear_consec_down,0.0166,0.1136,0.1458
2026-05-11,dow,0.0478,0.0194,2.4571
2026-05-11,log_ret_skew_20,-0.0477,0.1907,-0.25
2026-05-11,flow_foreign_net_buy,-0.0031,0.1061,-0.0294
2026-05-11,mom_rsi_cross,0.0028,0.0858,0.0328
2026-05-11,bear_rsi_slope,0.0254,0.1448,0.1751
2026-05-11,log_ret,-0.0089,0.092,-0.0966
2026-05-11,mom_1,-0.0214,0.0884,-0.2422
2026-05-11,trend_breakout_20d,-0.0423,0.1409,-0.3002
2026-05-11,flow_supply_demand_score,-0.009,0.1719,-0.0522
2026-05-11,flow_inst_foreign_sum,-0.0356,0.1131,-0.3151
2026-05-11,idx_vwap_rsi,0.0842,0.1637,0.5142
2026-05-11,news_shock,-0.0146,0.1679,-0.0868
2026-05-11,flow_inst_net_20d,-0.0909,0.2143,-0.4242
2026-05-11,flow_foreign_net_20d,-0.0909,0.2143,-0.4242
2026-05-11,flow_foreign_accel,0.0755,0.1984,0.3805
2026-05-11,flow_fi_ratio,-0.0049,0.1698,-0.0287
2026-05-11,flow_foreign_streak,0.0164,0.1343,0.1222
2026-05-11,flow_inst_net_5d,-0.0109,0.1749,-0.0621
2026-05-11,flow_foreign_net_5d,-0.0082,0.1728,-0.0472
2026-05-11,flow_flow_momentum,0.0182,0.1779,0.1023
2026-05-11,bear_bb_breach,0.01,0.1394,0.072
2026-05-11,lag_1,0.1967,0.1532,1.2841
2026-05-11,lag_2,0.1848,0.1533,1.2056
2026-05-11,lag_3,0.1716,0.1521,1.1282
2026-05-11,lag_4,0.1707,0.1506,1.1336
2026-05-11,lag_5,0.1663,0.1523,1.0918
2026-05-11,rmean_3,0.2027,0.1552,1.3061
2026-05-11,rmean_7,0.1919,0.1574,1.2187
2026-05-11,rstd_7,0.0615,0.143,0.4303
2026-05-11,rmean_14,0.1786,0.1582,1.1289
2026-05-11,rstd_14,0.0663,0.1664,0.3987
2026-05-11,rmean_30,0.1279,0.1549,0.8253
2026-05-11,ema_30,0.163,0.1578,1.033
2026-05-11,rsi_14,0.0769,0.1417,0.5426
2026-05-11,macd_hist,0.0618,0.1493,0.4138
2026-05-11,price_ma_ratio_30,0.0978,0.1537,0.6364
2026-05-11,trend_golden_cross,0.1,0.1355,0.7378
2026-05-11,trend_dist_high_52w,0.1047,0.1509,0.6937
2026-05-11,trend_price_position,0.093,0.1461,0.6367
2026-05-11,mtf_vs_ma100,0.1342,0.1344,0.998
2026-05-11,mtf_weekly_rsi,0.0877,0.1544,0.5679
2026-05-11,rsi_x_vol,0.0856,0.1588,0.5393
2026-05-11,ma_spread,0.0947,0.1552,0.6105
2026-05-11,bb_x_vol,0.0898,0.1532,0.5863
2026-05-11,bear_downside_vol_ratio,0.0907,0.1547,0.5861
2026-05-11,alt_pc_ratio_zscore,0.0374,0.1492,0.2505
2026-05-11,alt_greed_flag,0.0858,0.1153,0.7445
2026-05-11,id_vwap_ratio,-0.0808,0.122,-0.6618
2026-05-11,id_vol_climax,-0.0716,0.126,-0.5686
2026-05-11,id_opening_mom,0.0995,0.1425,0.6981
2026-05-11,id_closing_mom,0.0677,0.1179,0.5739
2026-05-11,idx_climax_trend,-0.1034,0.0979,-1.0562
2026-05-11,idx_intraday_reversal,0.0114,0.1321,0.0859
2026-05-12,alt_pc_ratio_zscore,0.042,0.149,0.2816
2026-05-12,id_vwap_ratio,-0.082,0.1013,-0.8091
2026-05-12,id_vol_climax,-0.0713,0.0983,-0.7259
2026-05-12,id_opening_mom,0.0827,0.136,0.6079
2026-05-12,id_closing_mom,0.0476,0.1225,0.389
2026-05-12,idx_climax_trend,-0.1056,0.0742,-1.4227
2026-05-12,idx_intraday_reversal,0.0068,0.1398,0.0486
2026-05-12,earn_earnings_momentum,0.0168,0.2538,0.0661
2026-05-12,earn_earnings_surprise,-0.0744,0.2413,-0.3084
2026-05-12,news_count,-0.1178,0.2502,-0.4708
2026-05-12,news_consensus,-0.107,0.2394,-0.4469
2026-05-12,atr_14,-0.0384,0.1973,-0.1947
2026-05-12,rstd_14,-0.1067,0.1792,-0.5954
2026-05-12,news_volume_surge,-0.0282,0.1964,-0.1437
2026-05-12,bear_down_mom_5d,-0.0371,0.1807,-0.2054
2026-05-12,macd_hist,-0.0927,0.1639,-0.5657
2026-05-12,rsi_x_vol,-0.1136,0.1625,-0.699
2026-05-12,news_momentum_3d,0.0793,0.2058,0.3852
2026-05-12,alt_pc_ratio_proxy,0.028,0.1962,0.1427
2026-05-12,alt_fear_flag,0.021,0.1637,0.1285
2026-05-12,rmean_30,-0.1537,0.1586,-0.9695
2026-05-12,lag_5,-0.1943,0.1545,-1.2575
2026-05-12,realized_vol_5,-0.0144,0.17,-0.0845
2026-05-12,ema_30,-0.1825,0.1591,-1.1475
2026-05-12,trend_adx_14,-0.0328,0.2099,-0.1562
2026-05-12,mtf_weekly_mom,-0.0979,0.1653,-0.592
2026-05-12,rstd_7,-0.0916,0.152,-0.603
2026-05-12,rstd_30,-0.1016,0.1971,-0.5156
2026-05-12,lag_4,-0.1979,0.1515,-1.3062
2026-05-12,atr_7,-0.0251,0.1624,-0.1545
2026-05-12,alt_pc_ratio_5d_avg,-0.0107,0.1911,-0.056
2026-05-12,log_ret_kurt_20,0.0289,0.2098,0.1378
2026-05-12,rmean_14,-0.2047,0.1564,-1.3089
2026-05-12,price_ma_ratio_30,-0.1345,0.1596,-0.8427
2026-05-12,price_ma_ratio_7,-0.0621,0.1505,-0.4129
2026-05-12,lag_3,-0.2026,0.1494,-1.3557
2026-05-12,news_sentiment_mean,0.0581,0.1962,0.2959
2026-05-12,rmean_7,-0.22,0.1527,-1.4404
2026-05-12,mom_7,-0.0765,0.1488,-0.5142
2026-05-12,price_ma_ratio_14,-0.0904,0.1548,-0.5841
2026-05-12,opt_iv_skew,-0.0973,0.1971,-0.4935
2026-05-12,roc_7,-0.0546,0.1534,-0.3559
2026-05-12,opt_pcr_open_interest,-0.0242,0.1926,-0.1257
2026-05-12,mtf_alignment,0.0073,0.157,0.0463
2026-05-12,lag_2,-0.2105,0.1494,-1.409
2026-05-12,trend_price_position,-0.1145,0.1617,-0.7077
2026-05-12,rsi_14,-0.1016,0.1553,-0.6544
2026-05-12,news_sentiment_std,0.0008,0.2303,0.0033
2026-05-12,opt_pcr_chg_5d,-0.0492,0.1412,-0.3486
2026-05-12,rmean_3,-0.2268,0.1505,-1.5065
2026-05-12,opt_pcr_extreme,0.0724,0.1319,0.5486
2026-05-12,alt_greed_flag,-0.1202,0.1143,-1.0512
2026-05-12,month,-0.0184,0.1884,-0.0977
2026-05-12,bb_pctb,-0.0748,0.1636,-0.457
2026-05-12,lag_1,-0.2216,0.1488,-1.4897
2026-05-12,mtf_cross_signal,-0.0462,0.182,-0.254
2026-05-12,vol_trend,-0.0225,0.1812,-0.124
2026-05-12,flow_foreign_ratio,-0.0129,0.1711,-0.0752
2026-05-12,earn_revenue_yoy,-0.0684,0.2297,-0.2979
2026-05-12,trend_dist_high_52w,-0.1335,0.1672,-0.7987
2026-05-12,opt_iv_zscore,-0.0106,0.1816,-0.0581
2026-05-12,mtf_weekly_rsi,-0.1153,0.1776,-0.6495
2026-05-12,zscore_30,-0.0918,0.1749,-0.525
2026-05-12,bear_rsi_below50,0.0686,0.1487,0.4615
2026-05-12,mtf_3w_position,-0.0554,0.1606,-0.3449
2026-05-12,bb_x_vol,-0.1197,0.1532,-0.7815
2026-05-12,opt_iv_chg_5d,0.0101,0.1666,0.0606
2026-05-12,flow_short_proxy_score,-0.063,0.1377,-0.4575
2026-05-12,trend_alignment,-0.086,0.1635,-0.5259
2026-05-12,zscore_14,-0.0426,0.1618,-0.2636
2026-05-12,flow_flow_momentum_5d,-0.0685,0.1569,-0.4367
2026-05-12,opt_avg_iv,-0.0537,0.2005,-0.2676
2026-05-12,opt_pcr_volume,-0.0129,0.1977,-0.0652
2026-05-12,flow_inst_net_buy,-0.0579,0.125,-0.463
2026-05-12,ma_spread,-0.1306,0.168,-0.7779
2026-05-12,bear_downside_vol_ratio,0.1161,0.1736,0.6686
2026-05-12,bear_consec_down,0.0115,0.1138,0.1008
2026-05-12,dow,0.0506,0.0391,1.2963
2026-05-12,log_ret_skew_20,-0.0503,0.1893,-0.2656
2026-05-12,flow_foreign_net_buy,-0.0078,0.1046,-0.0743
2026-05-12,mom_rsi_cross,0.0081,0.0898,0.0905
2026-05-12,bear_rsi_slope,0.0251,0.1435,0.1747
2026-05-12,mtf_vs_ma100,-0.1793,0.127,-1.411
2026-05-12,log_ret,-0.0088,0.0905,-0.0973
2026-05-12,mom_1,-0.0263,0.0888,-0.2961
2026-05-12,trend_breakout_20d,-0.0436,0.1391,-0.3137
2026-05-12,flow_inst_foreign_sum,-0.0357,0.1124,-0.3177
2026-05-12,idx_vwap_rsi,0.0697,0.1696,0.4109
2026-05-12,flow_fi_ratio,-0.0019,0.1535,-0.0126
2026-05-12,news_shock,-0.0114,0.1701,-0.0669
2026-05-12,flow_inst_net_20d,-0.0638,0.2099,-0.3041
2026-05-12,flow_foreign_net_20d,-0.0657,0.2087,-0.3148
2026-05-12,flow_foreign_accel,0.0563,0.1962,0.2868
2026-05-12,flow_foreign_streak,0.0374,0.1284,0.2908
2026-05-12,flow_inst_net_5d,0.0111,0.1751,0.0637
2026-05-12,flow_foreign_net_5d,0.0111,0.1767,0.0625
2026-05-12,flow_supply_demand_score,0.005,0.1718,0.0293
2026-05-12,flow_flow_momentum,0.0141,0.1737,0.0812
2026-05-12,bear_bb_breach,0.0101,0.1403,0.0721
2026-05-12,trend_golden_cross,-0.1384,0.1545,-0.8959
2026-05-13,earn_earnings_momentum,0.0153,0.2555,0.0601
2026-05-13,earn_earnings_surprise,-0.077,0.2426,-0.3172
2026-05-13,news_count,-0.1175,0.2528,-0.4649
2026-05-13,news_consensus,-0.1096,0.2383,-0.4598
2026-05-13,atr_14,-0.0367,0.1972,-0.1862
2026-05-13,news_volume_surge,-0.0271,0.1989,-0.1364
2026-05-13,bear_down_mom_5d,-0.0377,0.18,-0.2096
2026-05-13,news_momentum_3d,0.0781,0.2021,0.3863
2026-05-13,alt_pc_ratio_proxy,0.02,0.1985,0.1008
2026-05-13,alt_fear_flag,0.0205,0.166,0.1235
2026-05-13,realized_vol_5,-0.0135,0.1713,-0.0789
2026-05-13,trend_adx_14,-0.0309,0.2107,-0.1466
2026-05-13,mtf_weekly_mom,-0.0976,0.1665,-0.5864
2026-05-13,rstd_30,-0.0993,0.1988,-0.4992
2026-05-13,atr_7,-0.0232,0.1664,-0.1394
2026-05-13,log_ret_kurt_20,0.0286,0.2107,0.1358
2026-05-13,price_ma_ratio_7,-0.0582,0.1522,-0.3823
2026-05-13,news_sentiment_mean,0.0632,0.1994,0.3172
2026-05-13,mom_7,-0.0743,0.1473,-0.5041
2026-05-13,price_ma_ratio_14,-0.0913,0.1565,-0.5835
2026-05-13,opt_iv_skew,-0.1007,0.1953,-0.5156
2026-05-13,roc_7,-0.058,0.1533,-0.3785
2026-05-13,opt_pcr_open_interest,-0.0279,0.1902,-0.1466
2026-05-13,alt_pc_ratio_5d_avg,-0.0273,0.1908,-0.1432
2026-05-13,mtf_alignment,0.0066,0.1577,0.0417
2026-05-13,news_sentiment_std,-0.0001,0.2306,-0.0004
2026-05-13,opt_pcr_chg_5d,-0.0471,0.1435,-0.3285
2026-05-13,opt_pcr_extreme,0.078,0.1305,0.5975
2026-05-13,month,-0.0192,0.1916,-0.1001
2026-05-13,bb_pctb,-0.0765,0.1652,-0.4631
2026-05-13,mtf_cross_signal,-0.0472,0.1801,-0.2619
2026-05-13,vol_trend,-0.024,0.1834,-0.1308
2026-05-13,flow_foreign_ratio,-0.0762,0.1755,-0.4345
2026-05-13,earn_revenue_yoy,-0.0714,0.231,-0.3089
2026-05-13,opt_iv_zscore,-0.0137,0.1809,-0.076
2026-05-13,zscore_30,-0.0927,0.1747,-0.5302
2026-05-13,bear_rsi_below50,0.0658,0.1504,0.4374
2026-05-13,mtf_3w_position,-0.0585,0.1621,-0.361
2026-05-13,opt_iv_chg_5d,0.0117,0.1685,0.0694
2026-05-13,flow_short_proxy_score,-0.064,0.1397,-0.4579
2026-05-13,trend_alignment,-0.0859,0.1646,-0.522
2026-05-13,zscore_14,-0.0428,0.1616,-0.2646
2026-05-13,flow_flow_momentum_5d,-0.0407,0.1663,-0.2449
2026-05-13,opt_avg_iv,-0.055,0.1997,-0.2753
2026-05-13,opt_pcr_volume,-0.0164,0.1981,-0.0826
2026-05-13,flow_inst_net_buy,-0.0424,0.1226,-0.3458
2026-05-13,bear_consec_down,0.008,0.1129,0.0705
2026-05-13,dow,0.0522,0.0396,1.3182
2026-05-13,log_ret_skew_20,-0.0519,0.1901,-0.2728
2026-05-13,flow_foreign_net_buy,0.0216,0.1202,0.1794
2026-05-13,mom_rsi_cross,0.0112,0.0894,0.1249
2026-05-13,bear_rsi_slope,0.0252,0.1435,0.1758
2026-05-13,log_ret,-0.0065,0.0906,-0.0722
2026-05-13,mom_1,-0.0205,0.087,-0.236
2026-05-13,trend_breakout_20d,-0.0454,0.1401,-0.324
2026-05-13,flow_inst_foreign_sum,-0.0189,0.124,-0.1524
2026-05-13,idx_vwap_rsi,0.0655,0.1684,0.3889
2026-05-13,news_shock,-0.0202,0.1725,-0.1169
2026-05-13,flow_inst_net_20d,-0.0571,0.1962,-0.2908
2026-05-13,flow_foreign_net_20d,-0.0571,0.1962,-0.2908
2026-05-13,flow_foreign_streak,-0.0066,0.1126,-0.0582
2026-05-13,flow_foreign_net_5d,-0.0243,0.1695,-0.1436
2026-05-13,flow_inst_net_5d,-0.0243,0.1695,-0.1436
2026-05-13,flow_flow_momentum,-0.0124,0.1864,-0.0667
2026-05-13,flow_supply_demand_score,-0.0217,0.1689,-0.1284
2026-05-13,flow_foreign_accel,0.0301,0.1883,0.1597
2026-05-13,flow_fi_ratio,-0.0328,0.1707,-0.1924
2026-05-13,bear_bb_breach,0.0047,0.1432,0.0331
2026-05-13,lag_1,0.1997,0.1541,1.2956
2026-05-13,lag_2,0.1877,0.154,1.2188
2026-05-13,lag_3,0.1745,0.1531,1.14
2026-05-13,lag_4,0.1738,0.1517,1.1454
2026-05-13,lag_5,0.1693,0.1533,1.1041
2026-05-13,rmean_3,0.2056,0.1561,1.3177
2026-05-13,rmean_7,0.1948,0.1584,1.2302
2026-05-13,rstd_7,0.0632,0.1439,0.439
2026-05-13,rmean_14,0.1815,0.1591,1.1403
2026-05-13,rstd_14,0.0683,0.1675,0.4076
2026-05-13,rmean_30,0.1308,0.1559,0.8388
2026-05-13,ema_30,0.1661,0.1588,1.0458
2026-05-13,rsi_14,0.0788,0.1416,0.5568
2026-05-13,macd_hist,0.064,0.1494,0.4281
2026-05-13,price_ma_ratio_30,0.0994,0.1543,0.6441
2026-05-13,trend_golden_cross,0.104,0.1374,0.7567
2026-05-13,trend_dist_high_52w,0.1061,0.152,0.698
2026-05-13,trend_price_position,0.0941,0.1468,0.641
2026-05-13,mtf_vs_ma100,0.1357,0.1352,1.004
2026-05-13,mtf_weekly_rsi,0.09,0.1556,0.5781
2026-05-13,rsi_x_vol,0.0878,0.1596,0.5503
2026-05-13,ma_spread,0.0965,0.1558,0.6195
2026-05-13,bb_x_vol,0.0918,0.1537,0.5972
2026-05-13,bear_downside_vol_ratio,0.0932,0.1557,0.5984
2026-05-13,alt_pc_ratio_zscore,0.0471,0.1464,0.3218
2026-05-13,alt_greed_flag,0.0852,0.1148,0.742
2026-05-13,id_vwap_ratio,-0.0594,0.1088,-0.5461
2026-05-13,id_vol_am_pm,-0.0404,0.1221,-0.3312
2026-05-13,id_vol_climax,-0.056,0.1073,-0.5214
2026-05-13,idx_climax_trend,-0.064,0.1063,-0.6019
2026-05-13,id_opening_mom,0.046,0.1321,0.3486
2026-05-13,idx_intraday_reversal,-0.0255,0.1314,-0.1942
2026-05-13,id_closing_mom,0.0478,0.1236,0.3865
2026-05-14,news_count,-0.1747,0.2516,-0.6945
2026-05-14,earn_earnings_momentum,0.0093,0.2738,0.0341
2026-05-14,earn_earnings_surprise,-0.0921,0.2578,-0.3574
2026-05-14,news_consensus,-0.1561,0.2351,-0.6639
2026-05-14,news_momentum_3d,0.1178,0.1998,0.5895
2026-05-14,atr_14,-0.0287,0.1909,-0.1504
2026-05-14,rstd_14,-0.0974,0.1806,-0.5391
2026-05-14,news_sentiment_mean,0.0977,0.1916,0.5101
2026-05-14,trend_adx_14,-0.0378,0.2137,-0.177
2026-05-14,alt_pc_ratio_proxy,0.0126,0.1966,0.0641
2026-05-14,bear_down_mom_5d,-0.0344,0.1777,-0.1938
2026-05-14,news_volume_surge,-0.0446,0.1961,-0.2274
2026-05-14,flow_foreign_net_buy,0.0136,0.1149,0.118
2026-05-14,realized_vol_5,-0.0111,0.171,-0.0652
2026-05-14,alt_fear_flag,0.0306,0.1622,0.1889
2026-05-14,rstd_30,-0.1002,0.1983,-0.5054
2026-05-14,flow_inst_foreign_sum,-0.0105,0.1187,-0.0881
2026-05-14,atr_7,-0.0171,0.1659,-0.1031
2026-05-14,mtf_weekly_mom,-0.0862,0.1746,-0.4937
2026-05-14,opt_pcr_open_interest,-0.0463,0.188,-0.2464
2026-05-14,flow_flow_momentum_5d,-0.0406,0.1715,-0.237
2026-05-14,flow_foreign_ratio,-0.0755,0.1827,-0.413
2026-05-14,opt_pcr_extreme,0.0845,0.1298,0.6511
2026-05-14,alt_pc_ratio_5d_avg,-0.0465,0.1896,-0.245
2026-05-14,bear_rsi_slope,0.04,0.1391,0.2877
2026-05-14,bear_consec_down,-0.0018,0.1159,-0.0157
2026-05-14,month,-0.0177,0.1927,-0.092
2026-05-14,mom_7,-0.0829,0.1469,-0.5641
2026-05-14,price_ma_ratio_7,-0.0554,0.1511,-0.3666
2026-05-14,opt_pcr_chg_5d,-0.0431,0.1419,-0.3036
2026-05-14,earn_revenue_yoy,-0.0752,0.2499,-0.301
2026-05-14,opt_iv_zscore,-0.0084,0.1812,-0.0466
2026-05-14,zscore_30,-0.0944,0.1767,-0.5342
2026-05-14,bb_pctb,-0.0751,0.1632,-0.46
2026-05-14,bear_rsi_below50,0.0792,0.1498,0.5284
2026-05-14,mtf_3w_position,-0.0545,0.1655,-0.3296
2026-05-14,trend_alignment,-0.0805,0.1684,-0.4784
2026-05-14,zscore_14,-0.0343,0.1593,-0.2151
2026-05-14,opt_iv_chg_5d,0.0122,0.1651,0.0737
2026-05-14,news_sentiment_std,-0.0163,0.2226,-0.0733
2026-05-14,vol_trend,-0.0166,0.1835,-0.0907
2026-05-14,trend_breakout_20d,-0.038,0.1421,-0.2672
2026-05-14,opt_avg_iv,-0.0864,0.1889,-0.4573
2026-05-14,opt_pcr_volume,-0.036,0.1945,-0.1848
2026-05-14,flow_inst_net_buy,-0.0252,0.13,-0.1937
2026-05-14,log_ret_skew_20,-0.0563,0.192,-0.2934
2026-05-14,dow,0.0505,0.0502,1.0046
2026-05-14,mom_1,0.0019,0.0908,0.0206
2026-05-14,log_ret,0.0064,0.0903,0.0712
2026-05-14,mtf_cross_signal,-0.047,0.1866,-0.252
