날짜,Healthcare,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2012-06-05,188.06,,,,,,,,,,,,
2012-06-07,188.58,,,,,,,,,,,,
2012-06-08,188.37,,,,,,,,,,,,
2012-06-11,189.73,,,,,,,,,,,,
2012-06-12,185.41,,,,,,,,,,,,
2012-06-13,184.74,,,,,,,,,,,,
2012-06-14,186.69,,,,,,,,,,,,
2012-06-15,187.52,,,,,,,,,,,,
2012-06-18,189.07,,,,,,,,,,,,
2012-06-19,187.7,,,,,,,,,,,,
2012-06-20,187.14,,,,,,,,,,,,
2012-06-21,190.62,,,,,,,,,,,,
2012-06-22,189.8,,,,,,,,,,,,
2012-06-25,189.66,,,,,,,,,,,,
2012-06-26,186.68,,,,,,,,,,,,
2012-06-27,183.9,,,,,,,,,,,,
2012-06-28,183.02,,,,,,,,,,,,
2012-06-29,183.94,,,,,,,,,,,,
2012-07-02,187.36,,,,,,,,,,,,
2012-07-03,187.99,,,,,,,,,,,,
2012-07-04,191.84,,,,,,,,,,,,
2012-07-05,192.74,,,,,,,,,,,,
2012-07-06,189.74,,,,,,,,,,,,
2012-07-09,189.06,,,,,,,,,,,,
2012-07-10,189.06,,,,,,,,,,,,
2012-07-11,190.94,,,,,,,,,,,,
2012-07-12,187.59,,,,,,,,,,,,
2012-07-13,187.11,,,,,,,,,,,,
2012-07-16,187.19,,,,,,,,,,,,
2012-07-17,185.97,,,,,,,,,,,,
2012-07-18,180.35,,,,,,,,,,,,
2012-07-19,180.93,,,,,,,,,,,,
2012-07-20,182.49,,,,,,,,,,,,
2012-07-23,178.12,,,,,,,,,,,,
2012-07-24,175.8,,,,,,,,,,,,
2012-07-25,170.83,,,,,,,,,,,,
2012-07-26,172.42,,,,,,,,,,,,
2012-07-27,174.67,,,,,,,,,,,,
2012-07-30,175.12,,,,,,,,,,,,
2012-07-31,174.59,,,,,,,,,,,,
2012-08-01,175.26,,,,,,,,,,,,
2012-08-02,175.83,,,,,,,,,,,,
2012-08-03,174.29,,,,,,,,,,,,
2012-08-06,177.68,,,,,,,,,,,,
2012-08-07,183.06,,,,,,,,,,,,
2012-08-08,183.96,,,,,,,,,,,,
2012-08-09,185.16,,,,,,,,,,,,
2012-08-10,185.86,,,,,,,,,,,,
2012-08-13,185.18,,,,,,,,,,,,
2012-08-14,187.83,,,,,,,,,,,,
2012-08-16,188.32,,,,,,,,,,,,
2012-08-17,188.5,,,,,,,,,,,,
2012-08-20,187.34,,,,,,,,,,,,
2012-08-21,187.88,,,,,,,,,,,,
2012-08-22,186.11,,,,,,,,,,,,
2012-08-23,187.0,,,,,,,,,,,,
2012-08-24,190.28,,,,,,,,,,,,
2012-08-27,193.49,,,,,,,,,,,,
2012-08-28,195.62,,,,,,,,,,,,
2012-08-29,193.9,,,,,,,,,,,,
2012-08-30,196.24,,,,,,,,,,,,
2012-08-31,200.79,,,,,,,,,,,,
2012-09-03,199.27,,,,,,,,,,,,
2012-09-04,200.81,,,,,,,,,,,,
2012-09-05,196.65,,,,,,,,,,,,
2012-09-06,196.44,,,,,,,,,,,,
2012-09-07,198.34,,,,,,,,,,,,
2012-09-10,195.74,,,,,,,,,,,,
2012-09-11,196.3,,,,,,,,,,,,
2012-09-12,199.02,,,,,,,,,,,,
2012-09-13,199.73,,,,,,,,,,,,
2012-09-14,202.69,,,,,,,,,,,,
2012-09-17,203.13,,,,,,,,,,,,
2012-09-18,204.03,,,,,,,,,,,,
2012-09-19,207.25,,,,,,,,,,,,
2012-09-20,205.45,,,,,,,,,,,,
2012-09-21,203.77,,,,,,,,,,,,
2012-09-24,203.3,,,,,,,,,,,,
2012-09-25,202.6,,,,,,,,,,,,
2012-09-26,204.05,,,,,,,,,,,,
2012-09-27,206.5,,,,,,,,,,,,
2012-09-28,207.63,,,,,,,,,,,,
2012-10-02,207.34,,,,,,,,,,,,
2012-10-04,206.17,,,,,,,,,,,,
2012-10-05,207.8,,,,,,,,,,,,
2012-10-08,207.73,,,,,,,,,,,,
2012-10-09,207.56,,,,,,,,,,,,
2012-10-10,205.47,,,,,,,,,,,,
2012-10-11,202.32,,,,,,,,,,,,
2012-10-12,206.91,,,,,,,,,,,,
2012-10-15,204.91,,,,,,,,,,,,
2012-10-16,206.68,,,,,,,,,,,,
2012-10-17,208.15,,,,,,,,,,,,
2012-10-18,209.14,,,,,,,,,,,,
2012-10-19,209.92,,,,,,,,,,,,
2012-10-22,211.81,,,,,,,,,,,,
2012-10-23,214.4,,,,,,,,,,,,
2012-10-24,213.41,,,,,,,,,,,,
2012-10-25,212.12,,,,,,,,,,,,
2012-10-26,207.5,,,,,,,,,,,,
2012-10-29,204.99,,,,,,,,,,,,
2012-10-30,204.2,,,,,,,,,,,,
2012-10-31,203.82,,,,,,,,,,,,
2012-11-01,202.21,,,,,,,,,,,,
2012-11-02,202.7,,,,,,,,,,,,
2012-11-05,203.02,,,,,,,,,,,,
2012-11-06,203.8,,,,,,,,,,,,
2012-11-07,206.68,,,,,,,,,,,,
2012-11-08,205.65,,,,,,,,,,,,
2012-11-09,211.01,,,,,,,,,,,,
2012-11-12,210.84,,,,,,,,,,,,
2012-11-13,215.73,,,,,,,,,,,,
2012-11-14,212.81,,,,,,,,,,,,
2012-11-15,212.75,,,,,,,,,,,,
2012-11-16,210.36,,,,,,,,,,,,
2012-11-19,213.56,,,,,,,,,,,,
2012-11-20,216.71,,,,,,,,,,,,
2012-11-21,216.6,,,,,,,,,,,,
2012-11-22,217.7,,,,,,,,,,,,
2012-11-23,217.4,,,,,,,,,,,,
2012-11-26,217.25,,,,,,,,,,,,
2012-11-27,208.22,,,,,,,,,,,,
2012-11-28,207.3,,,,,,,,,,,,
2012-11-29,207.48,,,,,,,,,,,,
2012-11-30,209.38,,,,,,,,,,,,
2012-12-03,207.95,,,,,,,,,,,,
2012-12-04,211.15,,,,,,,,,,,,
2012-12-05,210.21,,,,,,,,,,,,
2012-12-06,208.74,,,,,,,,,,,,
2012-12-07,206.02,,,,,,,,,,,,
2012-12-10,206.45,,,,,,,,,,,,
2012-12-11,203.11,,,,,,,,,,,,
2012-12-12,205.27,,,,,,,,,,,,
2012-12-13,208.0,,,,,,,,,,,,
2012-12-14,206.5,,,,,,,,,,,,
2012-12-17,206.57,,,,,,,,,,,,
2012-12-18,208.01,,,,,,,,,,,,
2012-12-20,207.47,,,,,,,,,,,,
2012-12-21,207.8,,,,,,,,,,,,
2012-12-24,209.73,,,,,,,,,,,,
2012-12-26,209.17,,,,,,,,,,,,
2012-12-27,211.29,,,,,,,,,,,,
2012-12-28,211.37,,,,,,,,,,,,
2013-01-02,211.99,,,,,,,,,,,,
2013-01-03,206.88,,,,,,,,,,,,
2013-01-04,206.1,,,,,,,,,,,,
2013-01-07,207.92,,,,,,,,,,,,
2013-01-08,209.63,,,,,,,,,,,,
2013-01-09,208.44,,,,,,,,,,,,
2013-01-10,211.68,,,,,,,,,,,,
2013-01-11,208.89,,,,,,,,,,,,
2013-01-14,208.76,,,,,,,,,,,,
2013-01-15,207.2,,,,,,,,,,,,
2013-01-16,203.24,,,,,,,,,,,,
2013-01-17,201.74,,,,,,,,,,,,
2013-01-18,201.75,,,,,,,,,,,,
2013-01-21,205.54,,,,,,,,,,,,
2013-01-22,205.18,,,,,,,,,,,,
2013-01-23,204.97,,,,,,,,,,,,
2013-01-24,203.16,,,,,,,,,,,,
2013-01-25,200.15,,,,,,,,,,,,
2013-01-28,199.37,,,,,,,,,,,,
2013-01-29,198.82,,,,,,,,,,,,
2013-01-30,196.66,,,,,,,,,,,,
2013-01-31,198.51,,,,,,,,,,,,
2013-02-01,199.1,,,,,,,,,,,,
2013-02-04,199.44,,,,,,,,,,,,
2013-02-05,201.32,,,,,,,,,,,,
2013-02-06,202.48,,,,,,,,,,,,
2013-02-07,200.72,,,,,,,,,,,,
2013-02-08,202.92,,,,,,,,,,,,
2013-02-12,200.9,,,,,,,,,,,,
2013-02-13,201.53,,,,,,,,,,,,
2013-02-14,203.44,,,,,,,,,,,,
2013-02-15,201.19,,,,,,,,,,,,
2013-02-18,203.15,,,,,,,,,,,,
2013-02-19,204.58,,,,,,,,,,,,
2013-02-20,205.54,,,,,,,,,,,,
2013-02-21,205.22,,,,,,,,,,,,
2013-02-22,206.42,,,,,,,,,,,,
2013-02-25,208.16,,,,,,,,,,,,
2013-02-26,208.44,,,,,,,,,,,,
2013-02-27,209.46,,,,,,,,,,,,
2013-02-28,212.84,,,,,,,,,,,,
2013-03-04,210.77,,,,,,,,,,,,
2013-03-05,211.19,,,,,,,,,,,,
2013-03-06,211.11,,,,,,,,,,,,
2013-03-07,210.96,,,,,,,,,,,,
2013-03-08,213.89,,,,,,,,,,,,
2013-03-11,214.59,,,,,,,,,,,,
2013-03-12,218.54,,,,,,,,,,,,
2013-03-13,219.44,,,,,,,,,,,,
2013-03-14,220.35,,,,,,,,,,,,
2013-03-15,223.18,,,,,,,,,,,,
2013-03-18,219.21,,,,,,,,,,,,
2013-03-19,222.05,,,,,,,,,,,,
2013-03-20,219.61,,,,,,,,,,,,
2013-03-21,218.3,,,,,,,,,,,,
2013-03-22,219.18,,,,,,,,,,,,
2013-03-25,221.94,,,,,,,,,,,,
2013-03-26,223.87,,,,,,,,,,,,
2013-03-27,223.15,,,,,,,,,,,,
2013-03-28,223.85,,,,,,,,,,,,
2013-03-29,227.83,,,,,,,,,,,,
2013-04-01,225.77,,,,,,,,,,,,
2013-04-02,227.88,,,,,,,,,,,,
2013-04-03,229.93,,,,,,,,,,,,
2013-04-04,228.14,,,,,,,,,,,,
2013-04-05,224.59,,,,,,,,,,,,
2013-04-08,219.77,,,,,,,,,,,,
2013-04-09,218.57,,,,,,,,,,,,
2013-04-10,220.15,,,,,,,,,,,,
2013-04-11,222.94,,,,,,,,,,,,
2013-04-12,226.6,,,,,,,,,,,,
2013-04-15,234.39,,,,,,,,,,,,
2013-04-16,233.48,,,,,,,,,,,,
2013-04-17,236.19,,,,,,,,,,,,
2013-04-18,238.69,,,,,,,,,,,,
2013-04-19,236.71,,,,,,,,,,,,
2013-04-22,237.76,,,,,,,,,,,,
2013-04-23,240.49,,,,,,,,,,,,
2013-04-24,243.93,,,,,,,,,,,,
2013-04-25,245.75,,,,,,,,,,,,
2013-04-26,247.34,,,,,,,,,,,,
2013-04-29,246.27,,,,,,,,,,,,
2013-04-30,244.61,,,,,,,,,,,,
2013-05-02,240.37,,,,,,,,,,,,
2013-05-03,245.68,,,,,,,,,,,,
2013-05-06,243.82,,,,,,,,,,,,
2013-05-07,248.66,,,,,,,,,,,,
2013-05-08,245.92,,,,,,,,,,,,
2013-05-09,246.42,,,,,,,,,,,,
2013-05-10,243.67,,,,,,,,,,,,
2013-05-13,246.08,,,,,,,,,,,,
2013-05-14,242.56,,,,,,,,,,,,
2013-05-15,242.89,,,,,,,,,,,,
2013-05-16,244.56,,,,,,,,,,,,
2013-05-20,242.57,,,,,,,,,,,,
2013-05-21,244.07,,,,,,,,,,,,
2013-05-22,245.4,,,,,,,,,,,,
2013-05-23,244.15,,,,,,,,,,,,
2013-05-24,246.19,,,,,,,,,,,,
2013-05-27,249.05,,,,,,,,,,,,
2013-05-28,252.82,,,,,,,,,,,,
2013-05-29,249.81,,,,,,,,,,,,
2013-05-30,247.22,,,,,,,,,,,,
2013-05-31,245.11,,,,,,,,,,,,
2013-06-03,239.05,,,,,,,,,,,,
2013-06-04,235.19,,,,,,,,,,,,
2013-06-05,235.52,,,,,,,,,,,,
2013-06-07,238.05,,,,,,,,,,,,
2013-06-10,236.28,,,,,,,,,,,,
2013-06-11,237.13,,,,,,,,,,,,
2013-06-12,234.83,,,,,,,,,,,,
2013-06-13,233.82,,,,,,,,,,,,
2013-06-14,234.62,,,,,,,,,,,,
2013-06-17,233.63,,,,,,,,,,,,
2013-06-18,237.53,,,,,,,,,,,,
2013-06-19,236.43,,,,,,,,,,,,
2013-06-20,232.44,,,,,,,,,,,,
2013-06-21,231.42,,,,,,,,,,,,
2013-06-24,225.49,,,,,,,,,,,,
2013-06-25,218.81,,,,,,,,,,,,
2013-06-26,220.53,,,,,,,,,,,,
2013-06-27,224.21,,,,,,,,,,,,
2013-06-28,225.73,,,,,,,,,,,,
2013-07-01,224.89,,,,,,,,,,,,
2013-07-02,227.62,,,,,,,,,,,,
2013-07-03,227.12,,,,,,,,,,,,
2013-07-04,227.49,,,,,,,,,,,,
2013-07-05,227.86,,,,,,,,,,,,
2013-07-08,227.02,,,,,,,,,,,,
2013-07-09,229.05,,,,,,,,,,,,
2013-07-10,228.57,,,,,,,,,,,,
2013-07-11,231.31,,,,,,,,,,,,
2013-07-12,231.82,,,,,,,,,,,,
2013-07-15,230.53,,,,,,,,,,,,
2013-07-16,232.04,,,,,,,,,,,,
2013-07-17,231.41,,,,,,,,,,,,
2013-07-18,230.53,,,,,,,,,,,,
2013-07-19,230.2,,,,,,,,,,,,
2013-07-22,234.35,,,,,,,,,,,,
2013-07-23,233.24,,,,,,,,,,,,
2013-07-24,231.18,,,,,,,,,,,,
2013-07-25,228.98,,,,,,,,,,,,
2013-07-26,229.51,,,,,,,,,,,,
2013-07-29,226.54,,,,,,,,,,,,
2013-07-30,226.92,,,,,,,,,,,,
2013-07-31,227.65,,,,,,,,,,,,
2013-08-01,224.06,,,,,,,,,,,,
2013-08-02,224.24,,,,,,,,,,,,
2013-08-05,226.59,,,,,,,,,,,,
2013-08-06,225.85,,,,,,,,,,,,
2013-08-07,223.43,,,,,,,,,,,,
2013-08-08,224.75,,,,,,,,,,,,
2013-08-09,223.86,,,,,,,,,,,,
2013-08-12,224.09,,,,,,,,,,,,
2013-08-13,220.69,,,,,,,,,,,,
2013-08-14,219.69,,,,,,,,,,,,
2013-08-16,220.04,,,,,,,,,,,,
2013-08-19,221.41,,,,,,,,,,,,
2013-08-20,217.92,,,,,,,,,,,,
2013-08-21,214.09,,,,,,,,,,,,
2013-08-22,210.95,,,,,,,,,,,,
2013-08-23,212.05,,,,,,,,,,,,
2013-08-26,213.29,,,,,,,,,,,,
2013-08-27,211.03,,,,,,,,,,,,
2013-08-28,211.55,,,,,,,,,,,,
2013-08-29,211.77,,,,,,,,,,,,
2013-08-30,210.92,,,,,,,,,,,,
2013-09-02,213.34,,,,,,,,,,,,
2013-09-03,219.32,,,,,,,,,,,,
2013-09-04,216.91,,,,,,,,,,,,
2013-09-05,218.38,,,,,,,,,,,,
2013-09-06,216.94,,,,,,,,,,,,
2013-09-09,216.41,,,,,,,,,,,,
2013-09-10,216.84,,,,,,,,,,,,
2013-09-11,218.97,,,,,,,,,,,,
2013-09-12,223.29,,,,,,,,,,,,
2013-09-13,224.73,,,,,,,,,,,,
2013-09-16,223.14,,,,,,,,,,,,
2013-09-17,224.32,,,,,,,,,,,,
2013-09-23,222.24,,,,,,,,,,,,
2013-09-24,222.24,,,,,,,,,,,,
2013-09-25,223.52,,,,,,,,,,,,
2013-09-26,225.4,,,,,,,,,,,,
2013-09-27,228.64,,,,,,,,,,,,
2013-09-30,226.83,,,,,,,,,,,,
2013-10-01,226.37,,,,,,,,,,,,
2013-10-02,225.37,,,,,,,,,,,,
2013-10-04,225.5,,,,,,,,,,,,
2013-10-07,222.33,,,,,,,,,,,,
2013-10-08,221.65,,,,,,,,,,,,
2013-10-10,220.68,,,,,,,,,,,,
2013-10-11,223.77,,,,,,,,,,,,
2013-10-14,224.76,,,,,,,,,,,,
2013-10-15,224.58,,,,,,,,,,,,
2013-10-16,224.84,,,,,,,,,,,,
2013-10-17,230.06,,,,,,,,,,,,
2013-10-18,231.99,,,,,,,,,,,,
2013-10-21,233.72,,,,,,,,,,,,
2013-10-22,235.52,,,,,,,,,,,,
2013-10-23,234.04,,,,,,,,,,,,
2013-10-24,234.84,,,,,,,,,,,,
2013-10-25,234.7,,,,,,,,,,,,
2013-10-28,233.69,,,,,,,,,,,,
2013-10-29,235.0,,,,,,,,,,,,
2013-10-30,235.14,,,,,,,,,,,,
2013-10-31,232.7,,,,,,,,,,,,
2013-11-01,233.91,,,,,,,,,,,,
2013-11-04,232.91,,,,,,,,,,,,
2013-11-05,232.21,,,,,,,,,,,,
2013-11-06,229.86,,,,,,,,,,,,
2013-11-07,229.33,,,,,,,,,,,,
2013-11-08,230.05,,,,,,,,,,,,
2013-11-11,226.44,,,,,,,,,,,,
2013-11-12,229.28,,,,,,,,,,,,
2013-11-13,229.14,,,,,,,,,,,,
2013-11-14,230.35,,,,,,,,,,,,
2013-11-15,231.91,,,,,,,,,,,,
2013-11-18,232.03,,,,,,,,,,,,
2013-11-19,233.65,,,,,,,,,,,,
2013-11-20,234.3,,,,,,,,,,,,
2013-11-21,231.19,,,,,,,,,,,,
2013-11-22,235.69,,,,,,,,,,,,
2013-11-25,239.02,,,,,,,,,,,,
2013-11-26,238.48,,,,,,,,,,,,
2013-11-27,241.25,,,,,,,,,,,,
2013-11-28,242.86,,,,,,,,,,,,
2013-11-29,245.01,,,,,,,,,,,,
2013-12-02,243.27,,,,,,,,,,,,
2013-12-03,238.9,,,,,,,,,,,,
2013-12-04,239.75,,,,,,,,,,,,
2013-12-05,239.18,,,,,,,,,,,,
2013-12-06,240.77,,,,,,,,,,,,
2013-12-09,241.68,,,,,,,,,,,,
2013-12-10,240.96,,,,,,,,,,,,
2013-12-11,237.77,,,,,,,,,,,,
2013-12-12,239.11,,,,,,,,,,,,
2013-12-13,240.01,,,,,,,,,,,,
2013-12-16,240.41,,,,,,,,,,,,
2013-12-17,241.3,,,,,,,,,,,,
2013-12-18,243.23,,,,,,,,,,,,
2013-12-19,241.99,,,,,,,,,,,,
2013-12-20,241.79,,,,,,,,,,,,
2013-12-23,241.14,,,,,,,,,,,,
2013-12-24,242.08,,,,,,,,,,,,
2013-12-26,242.23,,,,,,,,,,,,
2013-12-27,244.46,,,,,,,,,,,,
2013-12-30,243.98,,,,,,,,,,,,
2014-01-02,241.25,,,,,,,,,,,,
2014-01-03,242.17,,,,,,,,,,,,
2014-01-06,244.65,,,,,,,,,,,,
2014-01-07,244.74,,,,,,,,,,,,
2014-01-08,245.77,,,,,,,,,,,,
2014-01-09,245.76,,,,,,,,,,,,
2014-01-10,245.08,,,,,,,,,,,,
2014-01-13,242.05,,,,,,,,,,,,
2014-01-14,239.49,,,,,,,,,,,,
2014-01-15,241.02,,,,,,,,,,,,
2014-01-16,240.18,,,,,,,,,,,,
2014-01-17,240.68,,,,,,,,,,,,
2014-01-20,237.12,,,,,,,,,,,,
2014-01-21,236.25,,,,,,,,,,,,
2014-01-22,236.44,,,,,,,,,,,,
2014-01-23,233.44,,,,,,,,,,,,
2014-01-24,236.12,,,,,,,,,,,,
2014-01-27,234.3,,,,,,,,,,,,
2014-01-28,233.24,,,,,,,,,,,,
2014-01-29,238.7,,,,,,,,,,,,
2014-02-03,239.21,,,,,,,,,,,,
2014-02-04,237.34,,,,,,,,,,,,
2014-02-05,234.26,,,,,,,,,,,,
2014-02-06,233.43,,,,,,,,,,,,
2014-02-07,233.41,,,,,,,,,,,,
2014-02-10,231.03,,,,,,,,,,,,
2014-02-11,234.73,,,,,,,,,,,,
2014-02-12,235.86,,,,,,,,,,,,
2014-02-13,234.54,,,,,,,,,,,,
2014-02-14,235.01,,,,,,,,,,,,
2014-02-17,238.33,,,,,,,,,,,,
2014-02-18,237.42,,,,,,,,,,,,
2014-02-19,238.06,,,,,,,,,,,,
2014-02-20,237.7,,,,,,,,,,,,
2014-02-21,238.44,,,,,,,,,,,,
2014-02-24,239.21,,,,,,,,,,,,
2014-02-25,243.1,,,,,,,,,,,,
2014-02-26,242.26,,,,,,,,,,,,
2014-02-27,240.37,,,,,,,,,,,,
2014-02-28,241.82,,,,,,,,,,,,
2014-03-03,242.98,,,,,,,,,,,,
2014-03-04,242.27,,,,,,,,,,,,
2014-03-05,246.62,,,,,,,,,,,,
2014-03-06,244.47,,,,,,,,,,,,
2014-03-07,244.44,,,,,,,,,,,,
2014-03-10,242.67,,,,,,,,,,,,
2014-03-11,246.39,,,,,,,,,,,,
2014-03-12,243.17,,,,,,,,,,,,
2014-03-13,245.27,,,,,,,,,,,,
2014-03-14,241.88,,,,,,,,,,,,
2014-03-17,242.52,,,,,,,,,,,,
2014-03-18,243.84,,,,,,,,,,,,
2014-03-19,244.0,,,,,,,,,,,,
2014-03-20,245.04,,,,,,,,,,,,
2014-03-21,248.31,,,,,,,,,,,,
2014-03-24,247.59,,,,,,,,,,,,
2014-03-25,246.85,,,,,,,,,,,,
2014-03-26,246.49,,,,,,,,,,,,
2014-03-27,247.04,,,,,,,,,,,,
2014-03-28,250.3,,,,,,,,,,,,
2014-03-31,250.92,,,,,,,,,,,,
2014-04-01,249.98,,,,,,,,,,,,
2014-04-02,251.09,,,,,,,,,,,,
2014-04-03,250.97,,,,,,,,,,,,
2014-04-04,251.19,,,,,,,,,,,,
2014-04-07,247.74,,,,,,,,,,,,
2014-04-08,249.78,,,,,,,,,,,,
2014-04-09,247.74,,,,,,,,,,,,
2014-04-10,250.73,,,,,,,,,,,,
2014-04-11,250.15,,,,,,,,,,,,
2014-04-14,249.96,,,,,,,,,,,,
2014-04-15,251.38,,,,,,,,,,,,
2014-04-16,254.65,,,,,,,,,,,,
2014-04-17,252.71,,,,,,,,,,,,
2014-04-18,255.06,,,,,,,,,,,,
2014-04-21,254.69,,,,,,,,,,,,
2014-04-22,255.27,,,,,,,,,,,,
2014-04-23,254.53,,,,,,,,,,,,
2014-04-24,251.31,,,,,,,,,,,,
2014-04-25,249.01,,,,,,,,,,,,
2014-04-28,249.3,,,,,,,,,,,,
2014-04-29,250.29,,,,,,,,,,,,
2014-04-30,249.14,,,,,,,,,,,,
2014-05-02,248.02,,,,,,,,,,,,
2014-05-07,245.51,,,,,,,,,,,,
2014-05-08,246.08,,,,,,,,,,,,
2014-05-09,245.3,,,,,,,,,,,,
2014-05-12,247.03,,,,,,,,,,,,
2014-05-13,246.72,,,,,,,,,,,,
2014-05-14,250.52,,,,,,,,,,,,
2014-05-15,250.33,,,,,,,,,,,,
2014-05-16,248.91,,,,,,,,,,,,
2014-05-19,249.82,,,,,,,,,,,,
2014-05-20,247.34,,,,,,,,,,,,
2014-05-21,249.0,,,,,,,,,,,,
2014-05-22,248.85,,,,,,,,,,,,
2014-05-23,252.69,,,,,,,,,,,,
2014-05-26,253.16,,,,,,,,,,,,
2014-05-27,254.71,,,,,,,,,,,,
2014-05-28,259.86,,,,,,,,,,,,
2014-05-29,257.82,,,,,,,,,,,,
2014-05-30,258.35,,,,,,,,,,,,
2014-06-02,256.15,,,,,,,,,,,,
2014-06-03,252.78,,,,,,,,,,,,
2014-06-05,250.2,,,,,,,,,,,,
2014-06-09,253.41,,,,,,,,,,,,
2014-06-10,255.12,,,,,,,,,,,,
2014-06-11,257.18,,,,,,,,,,,,
2014-06-12,258.31,,,,,,,,,,,,
2014-06-13,258.97,,,,,,,,,,,,
2014-06-16,260.65,,,,,,,,,,,,
2014-06-17,260.11,,,,,,,,,,,,
2014-06-18,260.45,,,,,,,,,,,,
2014-06-19,262.64,,,,,,,,,,,,
2014-06-20,261.71,,,,,,,,,,,,
2014-06-23,258.25,,,,,,,,,,,,
2014-06-24,261.28,,,,,,,,,,,,
2014-06-25,260.72,,,,,,,,,,,,
2014-06-26,260.53,,,,,,,,,,,,
2014-06-27,262.6,,,,,,,,,,,,
2014-06-30,265.24,,,,,,,,,,,,
2014-07-01,264.93,,,,,,,,,,,,
2014-07-02,267.81,,,,,,,,,,,,
2014-07-03,271.78,,,,,,,,,,,,
2014-07-04,272.77,,,,,,,,,,,,
2014-07-07,273.6,,,,,,,,,,,,
2014-07-08,274.76,,,,,,,,,,,,
2014-07-09,274.02,,,,,,,,,,,,
2014-07-10,273.77,,,,,,,,,,,,
2014-07-11,275.0,,,,,,,,,,,,
2014-07-14,276.04,,,,,,,,,,,,
2014-07-15,274.41,,,,,,,,,,,,
2014-07-16,274.05,,,,,,,,,,,,
2014-07-17,275.1,,,,,,,,,,,,
2014-07-18,273.31,,,,,,,,,,,,
2014-07-21,273.61,,,,,,,,,,,,
2014-07-22,276.84,,,,,,,,,,,,
2014-07-23,278.01,,,,,,,,,,,,
2014-07-24,273.13,,,,,,,,,,,,
2014-07-25,273.29,,,,,,,,,,,,
2014-07-28,269.3,,,,,,,,,,,,
2014-07-29,267.89,,,,,,,,,,,,
2014-07-30,267.81,,,,,,,,,,,,
2014-07-31,268.45,,,,,,,,,,,,
2014-08-01,272.07,,,,,,,,,,,,
2014-08-04,271.15,,,,,,,,,,,,
2014-08-05,273.31,,,,,,,,,,,,
2014-08-06,273.03,,,,,,,,,,,,
2014-08-07,270.39,,,,,,,,,,,,
2014-08-08,273.16,,,,,,,,,,,,
2014-08-11,273.17,,,,,,,,,,,,
2014-08-12,273.81,,,,,,,,,,,,
2014-08-13,274.13,,,,,,,,,,,,
2014-08-14,279.34,,,,,,,,,,,,
2014-08-18,284.43,,,,,,,,,,,,
2014-08-19,283.15,,,,,,,,,,,,
2014-08-20,286.74,,,,,,,,,,,,
2014-08-21,282.5,,,,,,,,,,,,
2014-08-22,284.5,,,,,,,,,,,,
2014-08-25,293.67,,,,,,,,,,,,
2014-08-26,298.45,,,,,,,,,,,,
2014-08-27,297.47,,,,,,,,,,,,
2014-08-28,300.33,,,,,,,,,,,,
2014-08-29,299.22,,,,,,,,,,,,
2014-09-01,307.44,,,,,,,,,,,,
2014-09-02,308.69,,,,,,,,,,,,
2014-09-03,309.97,,,,,,,,,,,,
2014-09-04,312.56,,,,,,,,,,,,
2014-09-05,311.43,,,,,,,,,,,,
2014-09-11,309.98,,,,,,,,,,,,
2014-09-12,310.45,,,,,,,,,,,,
2014-09-15,313.02,,,,,,,,,,,,
2014-09-16,319.19,,,,,,,,,,,,
2014-09-17,322.38,,,,,,,,,,,,
2014-09-18,322.03,,,,,,,,,,,,
2014-09-19,325.45,,,,,,,,,,,,
2014-09-22,324.7,,,,,,,,,,,,
2014-09-23,320.32,,,,,,,,,,,,
2014-09-24,327.36,,,,,,,,,,,,
2014-09-25,328.09,,,,,,,,,,,,
2014-09-26,328.92,,,,,,,,,,,,
2014-09-29,321.96,,,,,,,,,,,,
2014-09-30,329.86,,,,,,,,,,,,
2014-10-01,331.08,,,,,,,,,,,,
2014-10-02,336.36,,,,,,,,,,,,
2014-10-06,338.85,,,,,,,,,,,,
2014-10-07,337.79,,,,,,,,,,,,
2014-10-08,335.29,,,,,,,,,,,,
2014-10-10,328.24,,,,,,,,,,,,
2014-10-13,322.43,,,,,,,,,,,,
2014-10-14,328.17,,,,,,,,,,,,
2014-10-15,331.37,,,,,,,,,,,,
2014-10-16,334.09,,,,,,,,,,,,
2014-10-17,331.78,,,,,,,,,,,,
2014-10-20,336.64,,,,,,,,,,,,
2014-10-21,339.25,,,,,,,,,,,,
2014-10-22,344.62,,,,,,,,,,,,
2014-10-23,352.66,,,,,,,,,,,,
2014-10-24,350.59,,,,,,,,,,,,
2014-10-27,345.53,,,,,,,,,,,,
2014-10-28,343.49,,,,,,,,,,,,
2014-10-29,341.0,,,,,,,,,,,,
2014-10-30,339.32,,,,,,,,,,,,
2014-10-31,332.51,,,,,,,,,,,,
2014-11-03,335.49,,,,,,,,,,,,
2014-11-04,327.16,,,,,,,,,,,,
2014-11-05,323.56,,,,,,,,,,,,
2014-11-06,320.23,,,,,,,,,,,,
2014-11-07,319.78,,,,,,,,,,,,
2014-11-10,314.44,,,,,,,,,,,,
2014-11-11,316.05,,,,,,,,,,,,
2014-11-12,314.38,,,,,,,,,,,,
2014-11-13,312.6,,,,,,,,,,,,
2014-11-14,316.17,,,,,,,,,,,,
2014-11-17,314.43,,,,,,,,,,,,
2014-11-18,318.26,,,,,,,,,,,,
