날짜,Financial_Investment,Insurance,Investment_Trust,Private_Equity,Bank,Other_Financial,Pension_Fund,Other_Corporate,Individual,Foreign,기타외국인,전체
2020-10-23,63599260348,19571580874,39889570919,26334277663,-1556971315,-55334660,85603622684,50363268,-272253774693,38579255114,238149798,0
2020-10-26,82758330096,29704209919,71943426328,14124395994,1677414730,-543422180,72181004747,-15480857558,-112653406137,-145400684143,1689588204,0
2020-10-27,-230497816957,12795676533,6167813310,-13829529172,998952815,359977826,-25647893708,38072749992,106936366999,105905256579,-1261554217,0
2020-10-28,-159262454767,-42469702573,16149691543,21814147663,-399615385,2763388090,-15310714747,10160590714,153207305717,9251240077,4096123668,0
2020-10-29,-398585168254,9828841550,-171635095,-23378227410,3718965580,-1699683765,-65240289480,31925748831,981350717091,-538591822911,842553863,0
2020-10-30,-327400194568,-13894721685,-19691353714,-51691094883,-565652770,-1078854795,-29498684524,7830136490,1414024575940,-982479734674,4445579183,0
2020-11-02,-56037766459,11448825190,11305375410,-301182065,154112935,1161280170,81003967585,9167109504,-108561931972,49242508667,1417701035,0
2020-11-03,310703695111,9519397675,18676337282,29103411195,-727851360,1291899120,100858094707,-36099096531,-647167366424,217660039164,-3818559939,0
2020-11-04,390296709850,-36827135795,-989602524,6518650592,4793782680,1189607610,-22247904555,41403190827,-166101742673,-217393216845,-642339167,0
2020-11-05,444862727084,-15240601741,60221298871,33700515238,3541509815,3961414065,-44841998741,773697991,-1621833971023,1141100580178,-6245171737,0
2020-11-06,64088992241,-61134729847,-10127218373,17310733595,-542955040,2693775925,-16655830847,11229731823,-797526815084,795032402964,-4368087357,0
2020-11-09,581201380671,-41689229244,-17214100331,3344093700,-879432285,-2421329785,-165909153729,-6641520769,-678873118388,333664346205,-4581936045,0
2020-11-10,-204871428749,-9902227202,-62235343784,-19889278520,-1367865300,-31213510,-30036044192,-15556070364,187153143951,160193472831,-3457145161,0
2020-11-11,491858401026,-11489780197,-63130749406,-21772382264,-3553629515,3521169160,6453593454,-27446546384,-1190677088010,837700796840,-21463784704,0
2020-11-12,-629403123479,-13530957804,-18337810439,-63466979385,703435145,-3884854035,-132911840487,15894984611,353716702951,489803484683,1416958239,0
2020-11-13,154015242544,-25487493382,-58733570259,6816992669,6701907430,-2271077662,13753064590,-26723933856,-589619311795,526261132587,-4712952866,0
2020-11-16,124015714779,-90369951154,-83329549627,-5069909782,-6522803810,-23931807145,-200346613125,-22209395709,-153942627410,465533355615,-3826412632,0
2020-11-17,-251091224169,-58239891027,-110080413367,-27721132925,-2320428445,3078210135,-57386568696,-6746256032,153056363654,351503899296,5947441576,0
2020-11-18,202198399854,-29899274189,-121639931686,-36499874475,336288720,349501480,63197496997,-18883919316,-126780514515,66667719893,954107237,0
2020-11-19,-163519417797,-11648615865,-52856813402,-31616239266,1742792030,-973255205,-42739277453,-6465554829,201743164772,105643693814,689523201,0
2020-11-20,-39038793895,-41336306271,-120422924263,-6741362540,-2016131670,629037430,-17477661084,920408651,121621790277,103750433049,111510316,0
2020-11-23,15503693897,-59251152593,-55951214557,6468084755,-1715678045,-4200680319,39126269476,-49878223848,-873479729013,988846722819,-5468092572,0
2020-11-24,-243462800660,-55527707694,-102593803526,-74485281905,-1220632045,-3020893755,-213787142362,-7646597203,-24517388941,726916687859,-654439768,0
2020-11-25,175469880979,-54051721636,-192977452392,-69467803786,331142345,-2843197120,-256587185275,-69224652082,506222677117,-41938422915,5066734765,0
2020-11-26,-183745147482,-12614062336,-139882746746,-16743928396,-1178482890,3922023335,-168602459205,7991491324,256918884354,251667115177,2267312865,0
2020-11-27,-98686753910,-4570826055,-73577062420,-69694137865,-704787280,-1882291520,-30254233635,6296175391,194525536441,79724991024,-1176610171,0
2020-11-30,333100712276,-36286918890,-85513329669,-5395180035,6988446135,1778451225,-9834076343,2394845040,2220567864701,-2437757080118,9956265678,0
2020-12-01,329896866794,-29819731700,-9797075878,-3520899138,3480854015,-9404013825,-13214941592,4979405566,-346068327266,74838431957,-1370568933,0
2020-12-02,-162658207662,-21112564739,-11267806464,-19733572612,-1613513270,2149374750,-36456922911,-22115176091,-244744102494,518050276966,-497785473,0
2020-12-03,-134227561502,-47105956622,-95832935307,-1151508073,504224380,-9310215830,-97772012209,-2828986365,177989332279,210334704447,-599085198,0
2020-12-04,36544327920,-87095321575,-62388622101,-40397909954,-3799154010,-20322866285,-232638521164,-7698740915,-343244227773,762204488750,-1163452893,0
2020-12-07,-421117573257,-66426964915,-172115706621,-69237704982,-7618530030,-3127042635,-184060188289,9848159930,976772859689,-65224839928,2307531038,0
2020-12-08,13621481423,-61810439006,-147753514995,-62769561833,-6471057180,-2016107960,-2935636513,-7715305711,1122804231809,-852085650528,7131560494,0
2020-12-09,525937978547,-39570530808,-49936513257,18020265597,6074934370,3732716185,-158448307567,37828504892,-506190656093,163321824619,-770216485,0
2020-12-10,924900841462,7521414144,-111195972256,2081568082,9303366855,9074195690,-397633120396,28330286937,891250466228,-1366290063144,2657016398,0
2020-12-11,297210310037,-28532965809,-95089567045,-1650398887,-2522957285,-1909765375,42550255611,275856665,-47653627316,-153952293189,-8724847407,0
2020-12-14,-420957098039,-64849093991,-62444270333,-25848794387,-721160900,1945612540,-130389325464,28782395398,1033385039296,-367014113946,8110809826,0
2020-12-15,-6041021141,-43528184689,-53494875175,-42682446959,-1779637265,-3829202615,-86154348590,3383970944,607699125959,-372440331430,-1133049039,0
2020-12-16,321121754924,-67474277816,-17289744160,-11621742053,-2555075110,211510170,-9707692482,-65745555344,-240291300968,93239008627,113114212,0
2020-12-17,224782134082,-25382516947,-71586366081,-55149720590,-7542542800,-6691448530,-69128725952,-56132990024,325230471939,-258657100284,258805187,0
2020-12-18,52178356455,-16162357801,-75921704977,-26068628755,-2816614380,309149595,-81258324278,-48260426216,389765116902,-193924974864,2160408319,0
2020-12-21,51817647965,-14127182699,-8104104083,17327458441,-969570260,-5098792550,91370974909,-35937294132,-85547699023,-9914569633,-816868935,0
2020-12-22,-52479139304,-33629290941,-51928950094,-55035368178,-109223445,-2611398900,-7083341737,3100012145,369372343850,-147105434109,-22490209287,0
2020-12-23,381756885367,-15887899887,-38922759342,-54958364909,-3724982220,-1598270360,34996630416,1310191822,-385892969496,83279590059,-358051450,0
2020-12-24,758512213862,-56734923882,-873598838,28019166295,-2221010710,1777688760,-98824427614,54214177387,-803106779612,124378582361,-5141088009,0
2020-12-28,1095659811497,-78540344388,-96445689251,-3691646596,9503047580,-19948115915,-76229187859,37699628175,-946020028718,71020845978,6991679497,0
2020-12-29,-1431815526888,-55314611007,-147749534009,-88029069110,-54696193775,2031019640,-197792266798,87052964464,2196938565536,-317244279329,6618931276,0
2020-12-30,536391722062,-59751501277,-91140879301,-77516329224,-10514465040,-1342211260,-100256708171,49929219658,-491609496526,249434328807,-3623679728,0
2026-02-02,-2175531513438,52166977483,25161573975,-96021019261,-625073504,22223674115,-39924652613,141910978585,4587422032159,-2533014907412,16231929911,0
2026-02-03,1451337083116,-13909358266,345242429507,242800679640,2123841299,47416173865,95780604221,67683229824,-2942271907278,717002674802,-13205450730,0
2026-02-04,1494469828390,-23368921331,97387857906,159813445308,17747759824,8572162865,29002873357,169515795548,-1011873695979,-937831352151,-3435753737,0
2026-02-05,-1882856942800,33249148687,-37381490389,-104503679640,20932235016,-238433811,-98472024855,300966725319,6779074094183,-5038456296204,27686664494,0
2026-02-06,578178706600,23898538564,156410280177,33500123247,21244509155,-4163042170,132299560821,208288652849,2173604694161,-3327690968863,4428945459,0
2026-02-09,2424431310218,-42763537689,195359684938,231100396578,-9517756317,24732141,-86295633100,150349991849,-3294703632302,438874177525,-6859733841,0
2026-02-10,744201659557,-24921578558,-42186713608,-19593076174,-4958017065,9488348220,-97722886851,166273846400,-877983534528,146938560431,463392176,0
2026-02-11,522333048487,-33193498283,98025004975,120783837862,-218718864,11219917177,-26289554822,176106952557,-1714888617937,857204769953,-11083141105,0
2026-02-12,1081586711727,-81499440522,149066188232,122729289053,20131313345,15802094090,72185511544,79286367521,-4454691937676,3007885576558,-12481673872,0
2026-02-13,180956042302,-68832077371,-93212124766,3470685134,-2549498919,6906605308,56325913582,124844429177,714122266181,-926809147120,4776906492,0
2026-02-19,1669060708622,-145165599165,59738858025,50235887493,-2697830077,7677408026,15370491816,146266007138,-860916939279,-934502198708,-5066793891,0
2026-02-20,1935071752512,-73881877490,-52697642592,-44489749009,319632107,-7197731660,-142174379045,114325061101,-987250143135,-744055197623,2030274834,0
2026-02-23,532967355668,-160044454119,-168726798972,-59168030566,-2050036295,-1569713735,-268530289236,158771235809,1081514407090,-1110923642136,-2240033508,0
2026-02-24,2666864872798,-46584786680,-145061004425,-23242087598,1458407103,-4396731880,-71765712033,110187302858,-2286114966638,-190307431241,-11037862264,0
